day,pdays,previous,age_group_young_adult,age_group_adult,age_group_middle_aged,age_group_senior,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,balance_log,housing_yes,loan_yes,contact_telephone,contact_unknown,month_encoded,campaign_log,y,poutcome_other,poutcome_success
17,132,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.158836529109067,True,False,False,False,10,0.6931471805599453,False,False,False
17,129,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.038602608721874,True,False,False,False,10,0.6931471805599453,False,False,False
17,131,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.336532397213942,False,False,False,False,10,0.6931471805599453,False,False,False
17,123,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,8.989818381366925,False,False,False,False,10,0.6931471805599453,False,False,False
17,159,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,8.997765772011208,False,False,False,False,10,0.6931471805599453,False,False,True
17,186,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.989818381366925,True,False,False,False,10,0.6931471805599453,False,False,False
17,186,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.198874893866904,True,False,False,False,10,0.6931471805599453,False,False,False
17,167,2.833213344056216,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9.1838937219612,True,True,False,False,10,0.6931471805599453,False,True,False
17,111,1.9459101490553132,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,9.06577692078483,False,True,True,False,10,0.6931471805599453,False,False,False
17,115,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,8.994172434398399,True,True,False,False,10,0.6931471805599453,False,True,False
17,172,1.0986122886681098,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,9.284519770150434,True,True,False,False,10,0.6931471805599453,False,False,False
17,111,1.0986122886681098,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9.015541293671115,False,False,False,False,10,0.6931471805599453,False,False,False
17,123,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,9.020026965252676,True,False,False,False,10,0.6931471805599453,False,False,False
17,116,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.152287440527566,True,False,False,False,10,0.6931471805599453,False,False,False
17,173,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9.531481398171628,True,True,False,False,10,1.0986122886681098,False,False,False
17,123,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.002331708246244,True,False,False,False,10,0.6931471805599453,False,False,False
17,178,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.050288983827956,True,False,False,False,10,0.6931471805599453,False,True,False
17,166,2.3978952727983707,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.478686708121222,True,False,False,False,10,0.6931471805599453,False,False,False
17,164,1.3862943611198906,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9.136263168579868,True,False,False,False,10,0.6931471805599453,False,False,False
17,111,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.688250164980516,False,False,False,True,10,0.6931471805599453,False,False,False
17,110,1.0986122886681098,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,8.989818381366925,False,False,False,False,10,1.0986122886681098,False,False,False
17,115,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.14686794902061,False,False,False,False,10,0.6931471805599453,False,False,False
17,152,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,8.995536944936974,False,True,False,False,10,0.6931471805599453,False,False,False
17,115,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,9.506288188844996,False,True,False,False,10,0.6931471805599453,False,False,False
17,96,1.6094379124341003,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,9.70216664573239,False,False,False,True,10,1.0986122886681098,False,False,False
17,103,1.6094379124341003,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9.072227069846548,True,False,False,False,10,0.6931471805599453,False,False,False
17,103,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.248695325852646,True,True,False,True,10,0.6931471805599453,False,True,False
17,174,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,8.989818381366925,True,False,False,False,10,0.6931471805599453,False,False,False
17,118,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.422625179955517,True,False,False,False,10,1.0986122886681098,False,False,False
17,150,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.04699757378001,True,True,False,True,10,1.0986122886681098,False,False,False
17,188,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9.05193063522854,True,False,False,False,10,0.6931471805599453,False,True,False
17,175,1.0986122886681098,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.020752479190183,True,True,False,False,10,0.6931471805599453,False,False,False
17,196,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,10,1.0986122886681098,False,False,False
17,110,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,9.429154565129164,False,False,False,True,10,0.6931471805599453,False,False,False
17,104,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,8.985320060649112,True,False,False,False,10,0.6931471805599453,False,False,False
17,193,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.989818381366925,False,True,False,False,10,1.0986122886681098,False,False,False
17,118,1.3862943611198906,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.18512512283512,False,False,False,False,10,1.0986122886681098,False,False,False
17,104,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.014690384970896,True,False,False,False,10,1.0986122886681098,True,False,False
17,188,1.0986122886681098,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9.0280988119824,True,False,False,False,10,1.0986122886681098,False,False,False
17,181,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.040737587590003,True,False,False,False,10,0.6931471805599453,False,False,False
17,103,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,10.012476477547958,True,False,False,False,10,0.6931471805599453,False,False,True
17,165,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.136801468641313,True,False,False,False,10,1.0986122886681098,False,True,False
17,185,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.46086560003161,True,False,False,False,10,0.6931471805599453,False,True,False
17,186,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.112617283447568,True,False,False,False,10,0.6931471805599453,False,False,False
17,131,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.003685138166775,True,False,False,False,10,0.6931471805599453,False,False,False
17,123,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.057655284310535,True,False,False,False,10,0.6931471805599453,False,False,False
17,181,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.191972714617998,True,True,False,False,10,0.6931471805599453,False,False,False
17,131,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,9.346705246496699,True,False,False,False,10,0.6931471805599453,False,False,False
17,154,1.3862943611198906,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9.035272443893536,False,False,False,False,10,0.6931471805599453,False,False,False
17,131,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.214431989879436,True,False,False,False,10,0.6931471805599453,False,False,False
17,181,0.6931471805599453,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.992806059426483,True,False,False,False,10,0.6931471805599453,False,False,False
17,181,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.041448235493888,True,False,False,False,10,0.6931471805599453,False,False,False
17,145,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.999742789830492,False,True,False,False,10,0.6931471805599453,False,False,False
17,131,0.6931471805599453,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.06589246761031,True,False,False,False,10,0.6931471805599453,False,False,False
17,181,0.6931471805599453,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,10,1.3862943611198906,False,True,False
17,171,1.791759469228055,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,9.070848393157585,True,False,False,False,10,0.6931471805599453,False,True,False
17,119,2.3978952727983707,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,9.103979355984773,True,False,True,False,10,0.6931471805599453,False,False,True
17,145,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.096051225574055,False,True,False,False,10,0.6931471805599453,False,True,False
17,138,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.088285725968877,False,False,False,False,10,0.6931471805599453,False,False,False
17,171,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.281730368062856,True,False,False,False,10,1.0986122886681098,False,False,False
17,195,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,10,0.6931471805599453,False,False,False
17,171,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.956995311928852,False,False,False,False,10,0.6931471805599453,False,True,False
17,126,1.3862943611198906,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.020268861722167,True,True,False,False,10,1.0986122886681098,False,False,False
17,188,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.907579170439382,True,False,False,False,10,0.6931471805599453,False,False,False
17,145,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,8.987946539552519,False,False,False,False,10,0.6931471805599453,False,False,False
17,150,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,8.989818381366925,False,False,False,False,10,0.6931471805599453,False,False,True
17,96,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,8.990316947998217,False,False,False,False,10,0.6931471805599453,False,False,False
17,188,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,9.317579122645782,True,False,False,False,10,0.6931471805599453,False,False,False
17,150,2.5649493574615367,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.156095357123787,True,False,False,False,10,1.3862943611198906,False,False,False
17,173,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.056956065076825,True,False,False,False,10,0.6931471805599453,False,False,False
17,196,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.061956366209925,True,False,False,False,10,1.0986122886681098,False,False,False
17,132,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.032528630660057,False,True,False,False,10,1.3862943611198906,False,False,False
17,126,1.3862943611198906,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,9.020268861722167,False,True,False,False,10,0.6931471805599453,False,False,False
17,111,1.6094379124341003,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.194109358865765,False,True,False,False,10,1.0986122886681098,False,False,False
17,193,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.380758024267314,True,False,False,False,10,0.6931471805599453,False,False,True
17,119,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,8.989818381366925,True,False,False,False,10,1.0986122886681098,False,False,False
17,126,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,8.997023381479709,True,False,False,False,10,0.6931471805599453,False,False,False
17,123,2.0794415416798357,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.356430077848078,True,False,False,False,10,0.6931471805599453,False,True,False
17,195,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,True,True,False,False,10,1.0986122886681098,False,False,False
17,151,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,8.99230873254815,True,False,False,False,10,0.6931471805599453,False,False,False
17,180,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,8.863191340690854,True,False,False,False,10,0.6931471805599453,False,False,False
17,129,1.0986122886681098,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.989818381366925,False,True,False,False,10,0.6931471805599453,False,False,False
17,195,0.6931471805599453,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.018089684104343,True,False,False,False,10,0.6931471805599453,False,False,False
17,172,1.0986122886681098,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.050875597325156,True,True,False,False,10,0.6931471805599453,False,False,False
17,150,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.381263883817768,True,False,False,False,10,0.6931471805599453,False,True,False
17,129,2.9444389791664403,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,9.003316202541857,False,True,True,False,10,0.6931471805599453,False,True,False
17,131,0.6931471805599453,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,8.990441550826862,True,False,False,False,10,1.0986122886681098,False,True,False
17,180,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.087268374386188,True,True,False,False,10,1.0986122886681098,False,False,False
17,109,2.302585092994046,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,9.023528749909364,False,False,False,False,10,1.0986122886681098,False,False,False
17,129,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.112727543109182,True,False,False,False,10,1.0986122886681098,False,False,False
17,186,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.152181457802651,True,False,False,True,10,1.3862943611198906,False,False,False
17,193,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.989818381366925,True,False,False,False,10,1.0986122886681098,False,False,False
17,101,1.3862943611198906,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.903087472514787,True,False,False,True,10,1.0986122886681098,False,False,False
17,150,0.6931471805599453,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,9.238927828828094,False,False,False,False,10,1.0986122886681098,True,False,True
17,172,1.0986122886681098,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.02304647355567,True,False,False,False,10,1.0986122886681098,False,False,False
17,109,3.091042453358316,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.12467354521909,False,False,False,True,10,1.0986122886681098,False,True,False
17,167,1.9459101490553132,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.928375259853631,True,False,False,False,10,1.791759469228055,False,False,False
17,119,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.377209824211215,True,True,False,False,10,1.0986122886681098,False,False,False
17,186,0.6931471805599453,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.068085324395312,True,False,False,False,10,1.0986122886681098,False,False,False
17,171,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,9.135185698375423,True,False,False,False,10,1.0986122886681098,False,False,False
17,119,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,8.938269147038548,False,True,False,False,10,1.0986122886681098,False,False,False
17,151,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.273972232220956,False,False,False,False,10,1.0986122886681098,False,False,False
17,117,1.3862943611198906,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.110520036693972,True,True,False,False,10,1.0986122886681098,False,False,False
17,158,2.1972245773362196,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,False,False,True,False,10,1.0986122886681098,False,True,False
17,109,2.4849066497880004,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,9.161465204194046,False,False,True,False,10,1.0986122886681098,False,False,False
17,111,1.9459101490553132,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,9.041566627727496,True,False,True,False,10,1.6094379124341003,False,False,False
17,131,1.6094379124341003,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,9.018937706446035,True,False,True,False,10,1.3862943611198906,False,False,False
17,96,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.990815266184685,False,True,False,False,10,1.0986122886681098,False,False,False
17,119,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9.112065802707843,True,False,False,False,10,1.6094379124341003,False,False,False
17,168,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.110299017795956,True,False,True,False,10,1.0986122886681098,False,False,False
17,172,0.6931471805599453,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.076237387452702,True,False,False,False,10,1.0986122886681098,False,False,False
17,131,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,10,1.0986122886681098,False,False,False
17,196,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,9.016755622903517,True,False,False,False,10,1.0986122886681098,False,False,False
17,195,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,9.222960403332285,True,False,False,False,10,1.0986122886681098,False,False,False
17,186,2.0794415416798357,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,9.28618968425962,True,False,False,False,10,0.6931471805599453,False,False,False
17,172,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.136693831807884,True,False,False,False,10,0.6931471805599453,False,False,False
17,117,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9.123801610558944,False,True,False,False,10,0.6931471805599453,False,False,False
17,171,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,9.48311183169221,True,False,False,False,10,1.0986122886681098,True,False,False
17,186,1.6094379124341003,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,9.117457244496126,True,True,False,False,10,1.3862943611198906,False,False,False
17,151,1.0986122886681098,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,9.004791129062925,False,True,False,False,10,1.0986122886681098,False,False,False
17,109,1.6094379124341003,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.067047202149707,False,True,False,False,10,1.6094379124341003,False,False,False
17,126,1.0986122886681098,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.082734247371036,False,True,False,False,10,1.0986122886681098,True,False,False
17,168,1.0986122886681098,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.989818381366925,True,False,False,False,10,1.6094379124341003,False,False,False
17,150,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.471087945687758,True,False,False,False,10,1.3862943611198906,False,True,False
17,175,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9.002947130753205,True,False,False,True,10,0.6931471805599453,False,False,False
17,186,2.302585092994046,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9.014933575633572,True,False,False,False,10,0.6931471805599453,False,True,False
17,117,0.6931471805599453,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.079776001955066,False,False,False,False,10,0.6931471805599453,False,False,False
